"causeid","cause.of.death","icd10","orig.coding"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R426","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R427","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R428","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R429","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R430","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R431","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R432","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R433","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R434","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R435","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R436","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R437","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R438","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R439","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R440","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R441","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R442","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R443","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R444","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R445","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R446","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R447","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R448","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R449","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R450","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R451","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R452","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R453","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R454","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R455","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R456","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R457","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R458","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R459","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R460","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R461","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R462","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R463","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R464","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R465","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R466","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R467","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R468","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R469","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R470","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R471","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R472","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R473","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R474","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R475","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R476","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R477","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R478","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R479","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R480","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R481","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R482","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R483","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R484","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R485","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R486","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R487","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R488","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R489","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R490","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R491","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R492","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R493","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R494","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R495","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R496","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R497","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R498","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R499","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R500","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R501","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R502","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R503","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R504","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R505","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R506","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R507","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R508","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R509","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R510","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R511","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R512","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R513","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R514","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R515","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R516","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R517","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R518","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R519","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R520","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R521","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R522","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R523","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R524","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R525","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R526","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R527","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R528","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R529","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R530","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R531","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R532","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R533","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R534","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R535","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R536","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R537","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R538","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R539","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R550","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R551","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R552","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R553","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R554","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R555","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R556","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R557","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R558","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R559","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R560","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R561","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R562","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R563","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R564","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R565","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R566","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R567","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R568","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R569","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R570","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R571","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R572","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R573","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R574","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R575","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R576","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R577","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R578","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R579","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R580","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R581","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R582","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R583","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R584","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R585","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R586","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R587","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R588","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R589","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R590","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R591","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R592","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R593","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R594","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R595","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R596","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R597","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R598","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R599","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R600","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R601","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R602","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R603","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R604","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R605","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R606","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R607","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R608","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R609","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R610","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R611","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R612","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R613","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R614","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R615","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R616","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R617","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R618","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R619","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R620","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R621","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R622","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R623","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R624","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R625","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R626","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R627","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R628","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R629","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R630","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R631","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R632","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R633","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R634","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R635","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R636","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R637","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R638","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R639","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R640","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R641","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R642","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R643","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R644","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R645","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R646","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R647","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R648","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R649","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R650","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R651","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R652","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R653","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R654","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R655","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R656","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R657","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R658","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R659","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R660","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R661","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R662","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R663","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R664","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R665","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R666","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R667","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R668","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R669","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R670","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R671","R00-R53,R55-R94,R96-R99"
