"causeid","cause.of.death","icd10","uploaded"
95,"All other diseases (Residual)","K17",2022-02-02
95,"All other diseases (Residual)","K18",2022-02-02
95,"All other diseases (Residual)","K19",2022-02-02
95,"All other diseases (Residual)","K20",2022-02-02
95,"All other diseases (Residual)","K21",2022-02-02
95,"All other diseases (Residual)","K22",2022-02-02
95,"All other diseases (Residual)","K23",2022-02-02
95,"All other diseases (Residual)","K24",2022-02-02
95,"All other diseases (Residual)","K29",2022-02-02
95,"All other diseases (Residual)","K30",2022-02-02
95,"All other diseases (Residual)","K31",2022-02-02
95,"All other diseases (Residual)","K32",2022-02-02
95,"All other diseases (Residual)","K33",2022-02-02
95,"All other diseases (Residual)","K34",2022-02-02
95,"All other diseases (Residual)","K47",2022-02-02
95,"All other diseases (Residual)","K48",2022-02-02
95,"All other diseases (Residual)","K49",2022-02-02
95,"All other diseases (Residual)","K50",2022-02-02
95,"All other diseases (Residual)","K51",2022-02-02
95,"All other diseases (Residual)","K52",2022-02-02
95,"All other diseases (Residual)","K53",2022-02-02
95,"All other diseases (Residual)","K54",2022-02-02
95,"All other diseases (Residual)","K55",2022-02-02
95,"All other diseases (Residual)","K56",2022-02-02
95,"All other diseases (Residual)","K57",2022-02-02
95,"All other diseases (Residual)","K58",2022-02-02
95,"All other diseases (Residual)","K59",2022-02-02
95,"All other diseases (Residual)","K60",2022-02-02
95,"All other diseases (Residual)","K61",2022-02-02
95,"All other diseases (Residual)","K62",2022-02-02
95,"All other diseases (Residual)","K63",2022-02-02
95,"All other diseases (Residual)","K64",2022-02-02
95,"All other diseases (Residual)","K65",2022-02-02
95,"All other diseases (Residual)","K66",2022-02-02
95,"All other diseases (Residual)","K67",2022-02-02
95,"All other diseases (Residual)","K68",2022-02-02
95,"All other diseases (Residual)","K69",2022-02-02
95,"All other diseases (Residual)","K71",2022-02-02
95,"All other diseases (Residual)","K72",2022-02-02
95,"All other diseases (Residual)","K75",2022-02-02
95,"All other diseases (Residual)","K76",2022-02-02
95,"All other diseases (Residual)","K77",2022-02-02
95,"All other diseases (Residual)","K78",2022-02-02
95,"All other diseases (Residual)","K79",2022-02-02
95,"All other diseases (Residual)","K83",2022-02-02
95,"All other diseases (Residual)","K84",2022-02-02
95,"All other diseases (Residual)","K85",2022-02-02
95,"All other diseases (Residual)","K86",2022-02-02
95,"All other diseases (Residual)","K87",2022-02-02
95,"All other diseases (Residual)","K88",2022-02-02
95,"All other diseases (Residual)","K89",2022-02-02
95,"All other diseases (Residual)","K90",2022-02-02
95,"All other diseases (Residual)","K91",2022-02-02
95,"All other diseases (Residual)","K92",2022-02-02
95,"All other diseases (Residual)","K93",2022-02-02
95,"All other diseases (Residual)","K94",2022-02-02
95,"All other diseases (Residual)","K95",2022-02-02
95,"All other diseases (Residual)","K96",2022-02-02
95,"All other diseases (Residual)","K97",2022-02-02
95,"All other diseases (Residual)","K98",2022-02-02
95,"All other diseases (Residual)","K99",2022-02-02
95,"All other diseases (Residual)","L00",2022-02-02
95,"All other diseases (Residual)","L01",2022-02-02
95,"All other diseases (Residual)","L02",2022-02-02
95,"All other diseases (Residual)","L03",2022-02-02
95,"All other diseases (Residual)","L04",2022-02-02
95,"All other diseases (Residual)","L05",2022-02-02
95,"All other diseases (Residual)","L06",2022-02-02
95,"All other diseases (Residual)","L07",2022-02-02
95,"All other diseases (Residual)","L08",2022-02-02
95,"All other diseases (Residual)","L09",2022-02-02
95,"All other diseases (Residual)","L10",2022-02-02
95,"All other diseases (Residual)","L11",2022-02-02
95,"All other diseases (Residual)","L12",2022-02-02
95,"All other diseases (Residual)","L13",2022-02-02
95,"All other diseases (Residual)","L14",2022-02-02
95,"All other diseases (Residual)","L15",2022-02-02
95,"All other diseases (Residual)","L16",2022-02-02
95,"All other diseases (Residual)","L17",2022-02-02
95,"All other diseases (Residual)","L18",2022-02-02
95,"All other diseases (Residual)","L19",2022-02-02
95,"All other diseases (Residual)","L20",2022-02-02
95,"All other diseases (Residual)","L21",2022-02-02
95,"All other diseases (Residual)","L22",2022-02-02
95,"All other diseases (Residual)","L23",2022-02-02
95,"All other diseases (Residual)","L24",2022-02-02
95,"All other diseases (Residual)","L25",2022-02-02
95,"All other diseases (Residual)","L26",2022-02-02
95,"All other diseases (Residual)","L27",2022-02-02
95,"All other diseases (Residual)","L28",2022-02-02
95,"All other diseases (Residual)","L29",2022-02-02
95,"All other diseases (Residual)","L30",2022-02-02
95,"All other diseases (Residual)","L31",2022-02-02
95,"All other diseases (Residual)","L32",2022-02-02
95,"All other diseases (Residual)","L33",2022-02-02
95,"All other diseases (Residual)","L34",2022-02-02
95,"All other diseases (Residual)","L35",2022-02-02
95,"All other diseases (Residual)","L36",2022-02-02
95,"All other diseases (Residual)","L37",2022-02-02
95,"All other diseases (Residual)","L38",2022-02-02
95,"All other diseases (Residual)","L39",2022-02-02
95,"All other diseases (Residual)","L40",2022-02-02
95,"All other diseases (Residual)","L41",2022-02-02
95,"All other diseases (Residual)","L42",2022-02-02
95,"All other diseases (Residual)","L43",2022-02-02
95,"All other diseases (Residual)","L44",2022-02-02
95,"All other diseases (Residual)","L45",2022-02-02
95,"All other diseases (Residual)","L46",2022-02-02
95,"All other diseases (Residual)","L47",2022-02-02
95,"All other diseases (Residual)","L48",2022-02-02
95,"All other diseases (Residual)","L49",2022-02-02
95,"All other diseases (Residual)","L50",2022-02-02
95,"All other diseases (Residual)","L51",2022-02-02
95,"All other diseases (Residual)","L52",2022-02-02
95,"All other diseases (Residual)","L53",2022-02-02
95,"All other diseases (Residual)","L54",2022-02-02
95,"All other diseases (Residual)","L55",2022-02-02
95,"All other diseases (Residual)","L56",2022-02-02
95,"All other diseases (Residual)","L57",2022-02-02
95,"All other diseases (Residual)","L58",2022-02-02
95,"All other diseases (Residual)","L59",2022-02-02
95,"All other diseases (Residual)","L60",2022-02-02
95,"All other diseases (Residual)","L61",2022-02-02
95,"All other diseases (Residual)","L62",2022-02-02
95,"All other diseases (Residual)","L63",2022-02-02
95,"All other diseases (Residual)","L64",2022-02-02
95,"All other diseases (Residual)","L65",2022-02-02
95,"All other diseases (Residual)","L66",2022-02-02
95,"All other diseases (Residual)","L67",2022-02-02
95,"All other diseases (Residual)","L68",2022-02-02
95,"All other diseases (Residual)","L69",2022-02-02
95,"All other diseases (Residual)","L70",2022-02-02
95,"All other diseases (Residual)","L71",2022-02-02
95,"All other diseases (Residual)","L72",2022-02-02
95,"All other diseases (Residual)","L73",2022-02-02
95,"All other diseases (Residual)","L74",2022-02-02
95,"All other diseases (Residual)","L75",2022-02-02
95,"All other diseases (Residual)","L76",2022-02-02
95,"All other diseases (Residual)","L77",2022-02-02
95,"All other diseases (Residual)","L78",2022-02-02
95,"All other diseases (Residual)","L79",2022-02-02
95,"All other diseases (Residual)","L80",2022-02-02
95,"All other diseases (Residual)","L81",2022-02-02
95,"All other diseases (Residual)","L82",2022-02-02
95,"All other diseases (Residual)","L83",2022-02-02
95,"All other diseases (Residual)","L84",2022-02-02
95,"All other diseases (Residual)","L85",2022-02-02
95,"All other diseases (Residual)","L86",2022-02-02
95,"All other diseases (Residual)","L87",2022-02-02
95,"All other diseases (Residual)","L88",2022-02-02
95,"All other diseases (Residual)","L89",2022-02-02
95,"All other diseases (Residual)","L90",2022-02-02
95,"All other diseases (Residual)","L91",2022-02-02
95,"All other diseases (Residual)","L92",2022-02-02
95,"All other diseases (Residual)","L93",2022-02-02
95,"All other diseases (Residual)","L94",2022-02-02
95,"All other diseases (Residual)","L95",2022-02-02
95,"All other diseases (Residual)","L96",2022-02-02
95,"All other diseases (Residual)","L97",2022-02-02
95,"All other diseases (Residual)","L98",2022-02-02
95,"All other diseases (Residual)","L99",2022-02-02
95,"All other diseases (Residual)","M00",2022-02-02
95,"All other diseases (Residual)","M01",2022-02-02
95,"All other diseases (Residual)","M02",2022-02-02
95,"All other diseases (Residual)","M03",2022-02-02
95,"All other diseases (Residual)","M04",2022-02-02
95,"All other diseases (Residual)","M05",2022-02-02
95,"All other diseases (Residual)","M06",2022-02-02
95,"All other diseases (Residual)","M07",2022-02-02
95,"All other diseases (Residual)","M08",2022-02-02
95,"All other diseases (Residual)","M09",2022-02-02
95,"All other diseases (Residual)","M10",2022-02-02
95,"All other diseases (Residual)","M11",2022-02-02
95,"All other diseases (Residual)","M12",2022-02-02
95,"All other diseases (Residual)","M13",2022-02-02
95,"All other diseases (Residual)","M14",2022-02-02
95,"All other diseases (Residual)","M15",2022-02-02
95,"All other diseases (Residual)","M16",2022-02-02
95,"All other diseases (Residual)","M17",2022-02-02
95,"All other diseases (Residual)","M18",2022-02-02
95,"All other diseases (Residual)","M19",2022-02-02
95,"All other diseases (Residual)","M20",2022-02-02
95,"All other diseases (Residual)","M21",2022-02-02
95,"All other diseases (Residual)","M22",2022-02-02
95,"All other diseases (Residual)","M23",2022-02-02
95,"All other diseases (Residual)","M24",2022-02-02
95,"All other diseases (Residual)","M25",2022-02-02
95,"All other diseases (Residual)","M26",2022-02-02
95,"All other diseases (Residual)","M27",2022-02-02
95,"All other diseases (Residual)","M28",2022-02-02
95,"All other diseases (Residual)","M29",2022-02-02
95,"All other diseases (Residual)","M30",2022-02-02
95,"All other diseases (Residual)","M31",2022-02-02
95,"All other diseases (Residual)","M32",2022-02-02
95,"All other diseases (Residual)","M33",2022-02-02
95,"All other diseases (Residual)","M34",2022-02-02
95,"All other diseases (Residual)","M35",2022-02-02
95,"All other diseases (Residual)","M36",2022-02-02
95,"All other diseases (Residual)","M37",2022-02-02
95,"All other diseases (Residual)","M38",2022-02-02
95,"All other diseases (Residual)","M39",2022-02-02
95,"All other diseases (Residual)","M40",2022-02-02
95,"All other diseases (Residual)","M41",2022-02-02
95,"All other diseases (Residual)","M42",2022-02-02
95,"All other diseases (Residual)","M43",2022-02-02
95,"All other diseases (Residual)","M44",2022-02-02
95,"All other diseases (Residual)","M45",2022-02-02
95,"All other diseases (Residual)","M46",2022-02-02
95,"All other diseases (Residual)","M47",2022-02-02
95,"All other diseases (Residual)","M48",2022-02-02
95,"All other diseases (Residual)","M49",2022-02-02
95,"All other diseases (Residual)","M50",2022-02-02
95,"All other diseases (Residual)","M51",2022-02-02
95,"All other diseases (Residual)","M52",2022-02-02
95,"All other diseases (Residual)","M53",2022-02-02
95,"All other diseases (Residual)","M54",2022-02-02
95,"All other diseases (Residual)","M55",2022-02-02
95,"All other diseases (Residual)","M56",2022-02-02
95,"All other diseases (Residual)","M57",2022-02-02
95,"All other diseases (Residual)","M58",2022-02-02
95,"All other diseases (Residual)","M59",2022-02-02
95,"All other diseases (Residual)","M60",2022-02-02
95,"All other diseases (Residual)","M61",2022-02-02
95,"All other diseases (Residual)","M62",2022-02-02
95,"All other diseases (Residual)","M63",2022-02-02
95,"All other diseases (Residual)","M64",2022-02-02
95,"All other diseases (Residual)","M65",2022-02-02
95,"All other diseases (Residual)","M66",2022-02-02
95,"All other diseases (Residual)","M67",2022-02-02
95,"All other diseases (Residual)","M68",2022-02-02
95,"All other diseases (Residual)","M69",2022-02-02
95,"All other diseases (Residual)","M70",2022-02-02
95,"All other diseases (Residual)","M71",2022-02-02
95,"All other diseases (Residual)","M72",2022-02-02
95,"All other diseases (Residual)","M73",2022-02-02
95,"All other diseases (Residual)","M74",2022-02-02
95,"All other diseases (Residual)","M75",2022-02-02
95,"All other diseases (Residual)","M76",2022-02-02
95,"All other diseases (Residual)","M77",2022-02-02
95,"All other diseases (Residual)","M78",2022-02-02
95,"All other diseases (Residual)","M79",2022-02-02
95,"All other diseases (Residual)","M80",2022-02-02
95,"All other diseases (Residual)","M81",2022-02-02
95,"All other diseases (Residual)","M82",2022-02-02
95,"All other diseases (Residual)","M83",2022-02-02
95,"All other diseases (Residual)","M84",2022-02-02
95,"All other diseases (Residual)","M85",2022-02-02
95,"All other diseases (Residual)","M86",2022-02-02
95,"All other diseases (Residual)","M87",2022-02-02
95,"All other diseases (Residual)","M88",2022-02-02
95,"All other diseases (Residual)","M89",2022-02-02
95,"All other diseases (Residual)","M90",2022-02-02
95,"All other diseases (Residual)","M91",2022-02-02
95,"All other diseases (Residual)","M92",2022-02-02
95,"All other diseases (Residual)","M93",2022-02-02
95,"All other diseases (Residual)","M94",2022-02-02
95,"All other diseases (Residual)","M95",2022-02-02
95,"All other diseases (Residual)","M96",2022-02-02
95,"All other diseases (Residual)","M97",2022-02-02
95,"All other diseases (Residual)","M98",2022-02-02
95,"All other diseases (Residual)","M99",2022-02-02
95,"All other diseases (Residual)","N014",2022-02-02
95,"All other diseases (Residual)","N08",2022-02-02
95,"All other diseases (Residual)","N09",2022-02-02
95,"All other diseases (Residual)","N130",2022-02-02
95,"All other diseases (Residual)","N131",2022-02-02
95,"All other diseases (Residual)","N132",2022-02-02
95,"All other diseases (Residual)","N133",2022-02-02
95,"All other diseases (Residual)","N134",2022-02-02
95,"All other diseases (Residual)","N135",2022-02-02
95,"All other diseases (Residual)","N137",2022-02-02
95,"All other diseases (Residual)","N138",2022-02-02
95,"All other diseases (Residual)","N139",2022-02-02
95,"All other diseases (Residual)","N151",2022-02-02
95,"All other diseases (Residual)","N152",2022-02-02
95,"All other diseases (Residual)","N153",2022-02-02
95,"All other diseases (Residual)","N154",2022-02-02
95,"All other diseases (Residual)","N155",2022-02-02
95,"All other diseases (Residual)","N156",2022-02-02
95,"All other diseases (Residual)","N157",2022-02-02
95,"All other diseases (Residual)","N158",2022-02-02
95,"All other diseases (Residual)","N159",2022-02-02
95,"All other diseases (Residual)","N16",2022-02-02
95,"All other diseases (Residual)","N20",2022-02-02
95,"All other diseases (Residual)","N21",2022-02-02
95,"All other diseases (Residual)","N22",2022-02-02
95,"All other diseases (Residual)","N23",2022-02-02
95,"All other diseases (Residual)","N24",2022-02-02
95,"All other diseases (Residual)","N28",2022-02-02
95,"All other diseases (Residual)","N29",2022-02-02
95,"All other diseases (Residual)","N30",2022-02-02
95,"All other diseases (Residual)","N31",2022-02-02
95,"All other diseases (Residual)","N32",2022-02-02
95,"All other diseases (Residual)","N33",2022-02-02
95,"All other diseases (Residual)","N34",2022-02-02
95,"All other diseases (Residual)","N35",2022-02-02
95,"All other diseases (Residual)","N36",2022-02-02
95,"All other diseases (Residual)","N37",2022-02-02
95,"All other diseases (Residual)","N38",2022-02-02
95,"All other diseases (Residual)","N39",2022-02-02
95,"All other diseases (Residual)","N41",2022-02-02
95,"All other diseases (Residual)","N42",2022-02-02
95,"All other diseases (Residual)","N43",2022-02-02
95,"All other diseases (Residual)","N44",2022-02-02
95,"All other diseases (Residual)","N45",2022-02-02
95,"All other diseases (Residual)","N46",2022-02-02
95,"All other diseases (Residual)","N47",2022-02-02
95,"All other diseases (Residual)","N48",2022-02-02
95,"All other diseases (Residual)","N49",2022-02-02
95,"All other diseases (Residual)","N50",2022-02-02
95,"All other diseases (Residual)","N51",2022-02-02
95,"All other diseases (Residual)","N52",2022-02-02
95,"All other diseases (Residual)","N53",2022-02-02
95,"All other diseases (Residual)","N54",2022-02-02
95,"All other diseases (Residual)","N55",2022-02-02
95,"All other diseases (Residual)","N56",2022-02-02
95,"All other diseases (Residual)","N57",2022-02-02
95,"All other diseases (Residual)","N58",2022-02-02
95,"All other diseases (Residual)","N59",2022-02-02
95,"All other diseases (Residual)","N60",2022-02-02
95,"All other diseases (Residual)","N61",2022-02-02
95,"All other diseases (Residual)","N62",2022-02-02
95,"All other diseases (Residual)","N63",2022-02-02
95,"All other diseases (Residual)","N64",2022-02-02
95,"All other diseases (Residual)","N65",2022-02-02
95,"All other diseases (Residual)","N66",2022-02-02
95,"All other diseases (Residual)","N67",2022-02-02
95,"All other diseases (Residual)","N68",2022-02-02
95,"All other diseases (Residual)","N69",2022-02-02
95,"All other diseases (Residual)","N77",2022-02-02
95,"All other diseases (Residual)","N78",2022-02-02
95,"All other diseases (Residual)","N79",2022-02-02
95,"All other diseases (Residual)","N80",2022-02-02
95,"All other diseases (Residual)","N81",2022-02-02
95,"All other diseases (Residual)","N82",2022-02-02
95,"All other diseases (Residual)","N83",2022-02-02
95,"All other diseases (Residual)","N84",2022-02-02
95,"All other diseases (Residual)","N85",2022-02-02
95,"All other diseases (Residual)","N86",2022-02-02
95,"All other diseases (Residual)","N87",2022-02-02
95,"All other diseases (Residual)","N88",2022-02-02
95,"All other diseases (Residual)","N89",2022-02-02
95,"All other diseases (Residual)","N90",2022-02-02
95,"All other diseases (Residual)","N91",2022-02-02
95,"All other diseases (Residual)","N92",2022-02-02
95,"All other diseases (Residual)","N93",2022-02-02
95,"All other diseases (Residual)","N94",2022-02-02
95,"All other diseases (Residual)","N95",2022-02-02
95,"All other diseases (Residual)","N96",2022-02-02
95,"All other diseases (Residual)","N97",2022-02-02
95,"All other diseases (Residual)","N98",2022-02-02
95,"All other diseases (Residual)","N99",2022-02-02
95,"All other diseases (Residual)","O08",2022-02-02
95,"All other diseases (Residual)","O09",2022-02-02
96,"Motor vehicle crash","V02",2022-02-02
96,"Motor vehicle crash","V03",2022-02-02
96,"Motor vehicle crash","V04",2022-02-02
96,"Motor vehicle crash","V090",2022-02-02
96,"Motor vehicle crash","V092",2022-02-02
96,"Motor vehicle crash","V12",2022-02-02
96,"Motor vehicle crash","V13",2022-02-02
96,"Motor vehicle crash","V14",2022-02-02
96,"Motor vehicle crash","V190",2022-02-02
96,"Motor vehicle crash","V191",2022-02-02
96,"Motor vehicle crash","V192",2022-02-02
96,"Motor vehicle crash","V194",2022-02-02
96,"Motor vehicle crash","V195",2022-02-02
96,"Motor vehicle crash","V196",2022-02-02
96,"Motor vehicle crash","V20",2022-02-02
96,"Motor vehicle crash","V21",2022-02-02
96,"Motor vehicle crash","V22",2022-02-02
96,"Motor vehicle crash","V23",2022-02-02
96,"Motor vehicle crash","V24",2022-02-02
96,"Motor vehicle crash","V25",2022-02-02
96,"Motor vehicle crash","V26",2022-02-02
96,"Motor vehicle crash","V27",2022-02-02
96,"Motor vehicle crash","V28",2022-02-02
96,"Motor vehicle crash","V29",2022-02-02
96,"Motor vehicle crash","V30",2022-02-02
96,"Motor vehicle crash","V31",2022-02-02
96,"Motor vehicle crash","V32",2022-02-02
96,"Motor vehicle crash","V33",2022-02-02
96,"Motor vehicle crash","V34",2022-02-02
96,"Motor vehicle crash","V35",2022-02-02
96,"Motor vehicle crash","V36",2022-02-02
96,"Motor vehicle crash","V37",2022-02-02
96,"Motor vehicle crash","V38",2022-02-02
96,"Motor vehicle crash","V39",2022-02-02
96,"Motor vehicle crash","V40",2022-02-02
96,"Motor vehicle crash","V41",2022-02-02
96,"Motor vehicle crash","V42",2022-02-02
96,"Motor vehicle crash","V43",2022-02-02
96,"Motor vehicle crash","V44",2022-02-02
96,"Motor vehicle crash","V45",2022-02-02
96,"Motor vehicle crash","V46",2022-02-02
96,"Motor vehicle crash","V47",2022-02-02
96,"Motor vehicle crash","V48",2022-02-02
96,"Motor vehicle crash","V49",2022-02-02
96,"Motor vehicle crash","V50",2022-02-02
96,"Motor vehicle crash","V51",2022-02-02
96,"Motor vehicle crash","V52",2022-02-02
96,"Motor vehicle crash","V53",2022-02-02
96,"Motor vehicle crash","V54",2022-02-02
96,"Motor vehicle crash","V55",2022-02-02
96,"Motor vehicle crash","V56",2022-02-02
96,"Motor vehicle crash","V57",2022-02-02
96,"Motor vehicle crash","V58",2022-02-02
96,"Motor vehicle crash","V59",2022-02-02
96,"Motor vehicle crash","V60",2022-02-02
96,"Motor vehicle crash","V61",2022-02-02
96,"Motor vehicle crash","V62",2022-02-02
96,"Motor vehicle crash","V63",2022-02-02
96,"Motor vehicle crash","V64",2022-02-02
96,"Motor vehicle crash","V65",2022-02-02
96,"Motor vehicle crash","V66",2022-02-02
96,"Motor vehicle crash","V67",2022-02-02
96,"Motor vehicle crash","V68",2022-02-02
96,"Motor vehicle crash","V69",2022-02-02
96,"Motor vehicle crash","V70",2022-02-02
96,"Motor vehicle crash","V71",2022-02-02
96,"Motor vehicle crash","V72",2022-02-02
96,"Motor vehicle crash","V73",2022-02-02
96,"Motor vehicle crash","V74",2022-02-02
96,"Motor vehicle crash","V75",2022-02-02
96,"Motor vehicle crash","V76",2022-02-02
96,"Motor vehicle crash","V77",2022-02-02
96,"Motor vehicle crash","V78",2022-02-02
96,"Motor vehicle crash","V79",2022-02-02
96,"Motor vehicle crash","V803",2022-02-02
96,"Motor vehicle crash","V804",2022-02-02
96,"Motor vehicle crash","V805",2022-02-02
96,"Motor vehicle crash","V810",2022-02-02
96,"Motor vehicle crash","V811",2022-02-02
96,"Motor vehicle crash","V820",2022-02-02
96,"Motor vehicle crash","V821",2022-02-02
96,"Motor vehicle crash","V83",2022-02-02
96,"Motor vehicle crash","V84",2022-02-02
96,"Motor vehicle crash","V85",2022-02-02
96,"Motor vehicle crash","V86",2022-02-02
96,"Motor vehicle crash","V870",2022-02-02
96,"Motor vehicle crash","V871",2022-02-02
96,"Motor vehicle crash","V872",2022-02-02
96,"Motor vehicle crash","V873",2022-02-02
96,"Motor vehicle crash","V874",2022-02-02
96,"Motor vehicle crash","V875",2022-02-02
96,"Motor vehicle crash","V876",2022-02-02
96,"Motor vehicle crash","V877",2022-02-02
96,"Motor vehicle crash","V878",2022-02-02
96,"Motor vehicle crash","V880",2022-02-02
96,"Motor vehicle crash","V881",2022-02-02
96,"Motor vehicle crash","V882",2022-02-02
96,"Motor vehicle crash","V883",2022-02-02
96,"Motor vehicle crash","V884",2022-02-02
96,"Motor vehicle crash","V885",2022-02-02
96,"Motor vehicle crash","V886",2022-02-02
96,"Motor vehicle crash","V887",2022-02-02
96,"Motor vehicle crash","V888",2022-02-02
96,"Motor vehicle crash","V890",2022-02-02
96,"Motor vehicle crash","V892",2022-02-02
97,"Unintentional injury: Other land transport","V01",2022-02-02
97,"Unintentional injury: Other land transport","V05",2022-02-02
97,"Unintentional injury: Other land transport","V06",2022-02-02
97,"Unintentional injury: Other land transport","V091",2022-02-02
97,"Unintentional injury: Other land transport","V093",2022-02-02
97,"Unintentional injury: Other land transport","V094",2022-02-02
97,"Unintentional injury: Other land transport","V095",2022-02-02
97,"Unintentional injury: Other land transport","V096",2022-02-02
97,"Unintentional injury: Other land transport","V097",2022-02-02
97,"Unintentional injury: Other land transport","V098",2022-02-02
97,"Unintentional injury: Other land transport","V099",2022-02-02
97,"Unintentional injury: Other land transport","V10",2022-02-02
97,"Unintentional injury: Other land transport","V11",2022-02-02
97,"Unintentional injury: Other land transport","V15",2022-02-02
97,"Unintentional injury: Other land transport","V16",2022-02-02
97,"Unintentional injury: Other land transport","V17",2022-02-02
97,"Unintentional injury: Other land transport","V18",2022-02-02
97,"Unintentional injury: Other land transport","V193",2022-02-02
97,"Unintentional injury: Other land transport","V198",2022-02-02
97,"Unintentional injury: Other land transport","V199",2022-02-02
97,"Unintentional injury: Other land transport","V800",2022-02-02
97,"Unintentional injury: Other land transport","V801",2022-02-02
97,"Unintentional injury: Other land transport","V802",2022-02-02
97,"Unintentional injury: Other land transport","V806",2022-02-02
97,"Unintentional injury: Other land transport","V807",2022-02-02
97,"Unintentional injury: Other land transport","V808",2022-02-02
97,"Unintentional injury: Other land transport","V809",2022-02-02
97,"Unintentional injury: Other land transport","V812",2022-02-02
97,"Unintentional injury: Other land transport","V813",2022-02-02
97,"Unintentional injury: Other land transport","V814",2022-02-02
97,"Unintentional injury: Other land transport","V815",2022-02-02
97,"Unintentional injury: Other land transport","V816",2022-02-02
97,"Unintentional injury: Other land transport","V817",2022-02-02
97,"Unintentional injury: Other land transport","V818",2022-02-02
97,"Unintentional injury: Other land transport","V819",2022-02-02
97,"Unintentional injury: Other land transport","V822",2022-02-02
97,"Unintentional injury: Other land transport","V823",2022-02-02
97,"Unintentional injury: Other land transport","V824",2022-02-02
97,"Unintentional injury: Other land transport","V825",2022-02-02
97,"Unintentional injury: Other land transport","V826",2022-02-02
97,"Unintentional injury: Other land transport","V827",2022-02-02
97,"Unintentional injury: Other land transport","V828",2022-02-02
97,"Unintentional injury: Other land transport","V829",2022-02-02
97,"Unintentional injury: Other land transport","V879",2022-02-02
97,"Unintentional injury: Other land transport","V889",2022-02-02
97,"Unintentional injury: Other land transport","V891",2022-02-02
97,"Unintentional injury: Other land transport","V893",2022-02-02
97,"Unintentional injury: Other land transport","V899",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V90",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V91",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V92",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V93",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V94",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V95",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V96",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V97",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V98",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","V99",2022-02-02
98,"Unintentional injury: Water, air and space, and other transport","Y85",2022-02-02
99,"Falls","W00",2022-02-02
99,"Falls","W01",2022-02-02
99,"Falls","W02",2022-02-02
99,"Falls","W03",2022-02-02
99,"Falls","W04",2022-02-02
99,"Falls","W05",2022-02-02
99,"Falls","W06",2022-02-02
99,"Falls","W07",2022-02-02
99,"Falls","W08",2022-02-02
99,"Falls","W09",2022-02-02
99,"Falls","W10",2022-02-02
99,"Falls","W11",2022-02-02
99,"Falls","W12",2022-02-02
99,"Falls","W13",2022-02-02
99,"Falls","W14",2022-02-02
99,"Falls","W15",2022-02-02
99,"Falls","W16",2022-02-02
99,"Falls","W17",2022-02-02
99,"Falls","W18",2022-02-02
99,"Falls","W19",2022-02-02
100,"Accidental discharge of firearms","W32",2022-02-02
100,"Accidental discharge of firearms","W33",2022-02-02
100,"Accidental discharge of firearms","W34",2022-02-02
101,"Accidental drowning and submersion","W65",2022-02-02
101,"Accidental drowning and submersion","W66",2022-02-02
101,"Accidental drowning and submersion","W67",2022-02-02
101,"Accidental drowning and submersion","W68",2022-02-02
101,"Accidental drowning and submersion","W69",2022-02-02
101,"Accidental drowning and submersion","W70",2022-02-02
101,"Accidental drowning and submersion","W71",2022-02-02
101,"Accidental drowning and submersion","W72",2022-02-02
101,"Accidental drowning and submersion","W73",2022-02-02
101,"Accidental drowning and submersion","W74",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X00",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X01",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X02",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X03",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X04",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X05",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X06",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X07",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X08",2022-02-02
102,"Accidental exposure to smoke, fire and flames","X09",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X40",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X41",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X42",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X43",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X44",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X45",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X46",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X47",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X48",2022-02-02
103,"Accidental poisoning and exposure to noxious substances","X49",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W20",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W21",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W22",2022-02-02
